param_type,group_id,bmi_noise_std,age_noise_std,gc_noise_std,c_min,p_target,achievement_time_mean,achievement_time_std,achievement_time_min,achievement_time_max,success_prob_mean,success_prob_std,n_runs
feature_noise,0,0.2,2.0,0.02926347000416997,0.04,0.75,134.14,1.2937841980100115,132.0,137.0,0.6902802495878637,0.005061305682203927,50
feature_noise,0,0.2,2.0,0.06329668132784091,0.04,0.75,134.08,1.2751950631097941,132.0,138.0,0.6906060072895468,0.005074582581963134,50
feature_noise,0,0.2,2.0,-0.036921329146881045,0.04,0.75,133.7,1.265717510476382,131.0,136.0,0.6916961174351655,0.005065661237647579,50
feature_noise,0,0.2,3.0,0.0,0.04,0.75,133.72,1.6664761795905925,130.0,137.0,0.6920556636117441,0.006839866632340988,50
feature_noise,0,0.2,3.0,0.009973845837063676,0.04,0.75,133.84,1.6457738084473905,131.0,138.0,0.691551086396575,0.0063046622486441686,50
feature_noise,0,0.2,3.0,0.016659024152453693,0.04,0.75,134.16,1.6457738084473905,131.0,139.0,0.6904430401459148,0.006673933266797051,50
feature_noise,0,0.2,3.0,0.031035641961427354,0.04,0.75,133.96,1.6030583016120614,130.0,137.0,0.6909833656049923,0.006455669927570689,50
feature_noise,0,0.2,3.0,-0.17905510194518975,0.04,0.75,133.48,1.887012540109528,129.0,137.0,0.6930146663416926,0.007503809411799505,50
feature_noise,0,0.5,0.0,0.0,0.04,0.75,134.12,0.6272713828600043,133.0,136.0,0.6904816566543147,0.0024855409386580103,50
feature_noise,0,0.5,0.0,-0.008694084448546713,0.04,0.75,133.92,0.8533248298896045,132.0,136.0,0.6914570238067731,0.0031257480487273523,50
feature_noise,0,0.5,0.0,0.0255553272718332,0.04,0.75,133.82,0.7475128829686359,132.0,135.0,0.691668499414713,0.0027904660471225386,50
feature_noise,0,0.5,0.0,0.08890080384036439,0.04,0.75,133.98,0.9365590516047866,132.0,137.0,0.6908890057810717,0.00336207111668702,50
feature_noise,0,0.5,0.0,0.01865941445080283,0.04,0.75,133.72,0.6712765785411847,133.0,135.0,0.6918427672201161,0.002505577553721559,50
feature_noise,0,0.5,0.5,0.0,0.04,0.75,133.92,0.8040712731125879,132.0,136.0,0.6912957997862352,0.003052060521180945,50
feature_noise,0,0.5,0.5,0.018233619727003787,0.04,0.75,133.98,0.6223720260226275,133.0,135.0,0.6909371052834175,0.002411226080099313,50
feature_noise,0,0.5,0.5,-0.02727994171954092,0.04,0.75,133.9,0.7071067811865476,132.0,135.0,0.6914913322731864,0.002914051527577031,50
feature_noise,0,0.5,0.5,0.07352868696123067,0.04,0.75,133.98,0.8449127475783569,132.0,136.0,0.6909910605995278,0.0032865546396869064,50
feature_noise,0,0.5,0.5,0.010121536575725322,0.04,0.75,133.76,0.8935140440635366,132.0,136.0,0.6918241242912043,0.003659867234356382,50
feature_noise,0,0.5,1.0,0.0,0.04,0.75,133.82,0.8253632471802451,132.0,135.0,0.691663391099256,0.003206554259700882,50
feature_noise,0,0.5,1.0,0.005746678404813418,0.04,0.75,133.94,0.9348141799418793,132.0,137.0,0.6912767605296588,0.0033777410571226704,50
feature_noise,0,0.5,1.0,-0.017717224327614172,0.04,0.75,133.62,0.9665845613735584,132.0,136.0,0.6920270832805354,0.003647781263618798,50
feature_noise,0,0.5,1.0,-0.08537221123312476,0.04,0.75,133.82,0.9409070742900065,132.0,136.0,0.6914196425551286,0.00349861882984778,50
feature_noise,0,0.5,1.0,0.04450065611410122,0.04,0.75,134.12,0.9178501945262292,133.0,136.0,0.6903740625293007,0.003600250986259915,50
feature_noise,0,0.5,2.0,0.0,0.04,0.75,133.74,1.306342455960495,131.0,137.0,0.6918821390694196,0.005342755169765711,50
feature_noise,0,0.5,2.0,0.005201122324227964,0.04,0.75,133.9,1.3887301496588271,131.0,137.0,0.6915481511972648,0.005232647652366048,50
feature_noise,0,0.5,2.0,-0.017905595397817466,0.04,0.75,133.86,1.2937841980100115,131.0,137.0,0.6912131506575178,0.0051626802332159286,50
feature_noise,0,0.5,2.0,0.007168508503975178,0.04,0.75,134.04,1.2929952570268297,131.0,137.0,0.6907594637485994,0.004695004869150148,50
feature_noise,0,0.5,2.0,-0.18340489371044397,0.04,0.75,134.0,1.355261854357877,131.0,136.0,0.6911158371916968,0.0053917249282602,50
feature_noise,0,0.5,3.0,0.0,0.04,0.75,134.28,1.5913028932164939,131.0,139.0,0.6897911690918263,0.006342567379675732,50
feature_noise,0,0.5,3.0,0.011274027270645784,0.04,0.75,133.74,1.8605463318770712,131.0,138.0,0.6922907345457012,0.007540296770218199,50
feature_noise,0,0.5,3.0,0.0014759362769485483,0.04,0.75,133.68,1.889174314836176,130.0,138.0,0.6921414590124328,0.007972812110915668,50
feature_noise,0,0.5,3.0,0.07562417233322016,0.04,0.75,134.64,1.8709377764279886,130.0,139.0,0.6885817516847128,0.007507705207457465,50
feature_noise,0,0.5,3.0,-0.0808268443432693,0.04,0.75,133.58,1.9387561760582692,130.0,139.0,0.6924201925995445,0.007657279647109046,50
feature_noise,0,1.0,0.0,0.0,0.04,0.75,133.78,1.418392306343304,131.0,137.0,0.6920230085729356,0.005902644518411594,50
feature_noise,0,1.0,0.0,0.0073195872931211,0.04,0.75,133.92,1.3528503544859103,131.0,136.0,0.6913692826991926,0.005121360268458164,50
feature_noise,0,1.0,0.0,-0.0049733378421472135,0.04,0.75,133.74,1.6636571467825987,130.0,140.0,0.6916624716845469,0.006387330119778371,50
feature_noise,0,1.0,0.0,-0.036864207477040695,0.04,0.75,133.92,1.3223355960464154,131.0,137.0,0.6912106150533535,0.005002292289896926,50
feature_noise,0,1.0,0.0,-0.13973865970634738,0.04,0.75,134.0,1.5779087167410373,131.0,138.0,0.6908289997722489,0.006048267634374116,50
feature_noise,0,1.0,0.5,0.0,0.04,0.75,133.76,1.4222718245318449,130.0,137.0,0.6916212502746972,0.005928118033285312,50
feature_noise,0,1.0,0.5,0.0036734144144368215,0.04,0.75,133.56,1.1277573917708887,131.0,136.0,0.6927732975540679,0.004737235000881604,50
feature_noise,0,1.0,0.5,-0.025433931085993854,0.04,0.75,133.84,1.2992933715316655,131.0,137.0,0.6914154069141145,0.0053408468180335044,50
feature_noise,0,1.0,0.5,0.14618216788023297,0.04,0.75,134.04,1.4136362144974834,130.0,137.0,0.6904610367676461,0.0056947106169064135,50
feature_noise,0,1.0,0.5,-0.1818891395390853,0.04,0.75,134.14,1.578038048220845,132.0,137.0,0.6905990479461644,0.006120953351461018,50
feature_noise,0,1.0,1.0,0.0,0.04,0.75,133.9,1.2494896917525644,131.0,137.0,0.6910128354745367,0.005077107909531118,50
feature_noise,0,1.0,1.0,0.0077438678692343145,0.04,0.75,133.4,1.6413036132965795,129.0,137.0,0.6933284515069594,0.006538769115507408,50
feature_noise,0,1.0,1.0,-0.019225568446093237,0.04,0.75,133.78,1.4039303430595358,130.0,137.0,0.6916869032221892,0.005429456293733077,50
feature_noise,0,1.0,1.0,-0.10741043401688183,0.04,0.75,133.92,1.7123798930024798,130.0,137.0,0.6911901548030878,0.006493937064626942,50
feature_noise,0,1.0,1.0,0.048167506227572036,0.04,0.75,134.0,1.4142135623730951,130.0,137.0,0.6908110525865936,0.005732546781041407,50
feature_noise,0,1.0,2.0,0.0,0.04,0.75,133.98,2.0151467258069853,129.0,138.0,0.691033328306471,0.008102973862893267,50
feature_noise,0,1.0,2.0,-0.017581025876447137,0.04,0.75,134.46,2.1965650364110947,129.0,141.0,0.6893330974894912,0.008781493925989254,50
feature_noise,0,1.0,2.0,-0.0019123783343318458,0.04,0.75,134.1,1.7291026338443145,130.0,137.0,0.690609130858197,0.006846911965535925,50
feature_noise,0,1.0,2.0,-0.0743703169226616,0.04,0.75,134.02,1.9111915291839514,130.0,138.0,0.6908163960846977,0.007640487485885523,50
feature_noise,0,1.0,2.0,-0.17886553840741176,0.04,0.75,133.64,1.7114261864996503,128.0,136.0,0.6921754624695101,0.006648610675293138,50
feature_noise,0,1.0,3.0,0.0,0.04,0.75,134.0,2.390457218668787,130.0,139.0,0.6909993685766491,0.009442439428629448,50
feature_noise,0,1.0,3.0,0.0195022829984733,0.04,0.75,134.18,2.1351289212139113,130.0,140.0,0.6904158444446766,0.008397511501689806,50
feature_noise,0,1.0,3.0,0.01576557361642573,0.04,0.75,134.58,2.1673834502478244,129.0,140.0,0.6887827469798989,0.008608723891201549,50
feature_noise,0,1.0,3.0,-0.00014652129126302223,0.04,0.75,133.88,2.163142083514023,130.0,139.0,0.6913807859476977,0.008612901832918265,50
feature_noise,0,1.0,3.0,-0.06524169243963687,0.04,0.75,133.66,1.9960164409776437,130.0,139.0,0.6921391585618923,0.00776046020776094,50
feature_noise,0,1.5,0.0,0.0,0.04,0.75,134.14,2.0304819976688155,130.0,138.0,0.690338609950067,0.008259783792261268,50
feature_noise,0,1.5,0.0,0.011722371348637751,0.04,0.75,133.92,1.8718102119039086,129.0,138.0,0.691122969073054,0.007095751574829234,50
feature_noise,0,1.5,0.0,-0.025730914058466847,0.04,0.75,133.92,2.0186881980177938,130.0,138.0,0.6912286371664805,0.008308947422342894,50
feature_noise,0,1.5,0.0,-0.016782013257525877,0.04,0.75,133.58,1.667088382020998,130.0,137.0,0.6923857163972634,0.006583059568171152,50
feature_noise,0,1.5,0.0,-0.04874157776371357,0.04,0.75,134.34,2.24617588858241,131.0,139.0,0.6895599213265524,0.008772231829276115,50
feature_noise,0,1.5,0.5,0.0,0.04,0.75,133.92,2.397617865417971,129.0,139.0,0.6912663111284991,0.009458579258101535,50
feature_noise,0,1.5,0.5,-0.010486373494254147,0.04,0.75,134.14,2.1093571900230748,130.0,139.0,0.6902438029344592,0.008486968418671026,50
feature_noise,0,1.5,0.5,0.020416433228937856,0.04,0.75,133.64,2.097228491828865,129.0,137.0,0.6923243241867916,0.008060117002826396,50
feature_noise,0,1.5,0.5,-0.0346283256639665,0.04,0.75,134.0,2.1946130708196026,129.0,140.0,0.6912320132960358,0.008732070953959895,50
feature_noise,0,1.5,0.5,-0.14432043050860485,0.04,0.75,134.0,2.0,130.0,139.0,0.691355969144326,0.007978287552557438,50
feature_noise,0,1.5,1.0,0.0,0.04,0.75,133.88,2.0960604446807114,129.0,139.0,0.6913666750914029,0.00823760518789031,50
feature_noise,0,1.5,1.0,0.0013692508502200743,0.04,0.75,134.18,2.096547210076995,130.0,139.0,0.6901302383325091,0.008472079911197345,50
feature_noise,0,1.5,1.0,-0.01578505787842432,0.04,0.75,134.58,2.1004372722587736,130.0,138.0,0.6885068571454741,0.00815396878508887,50
feature_noise,0,1.5,1.0,0.054405314637541585,0.04,0.75,134.24,2.0855185818165323,130.0,139.0,0.6901633971480892,0.008388589120863526,50
feature_noise,0,1.5,1.0,-0.026118189516102237,0.04,0.75,133.86,2.2224274281670904,129.0,139.0,0.6917329137140834,0.008722760768022267,50
feature_noise,0,1.5,2.0,0.0,0.04,0.75,134.54,2.5331274531451338,129.0,140.0,0.6888040501513041,0.010050966291364757,50
feature_noise,0,1.5,2.0,0.001000910728285757,0.04,0.75,134.08,2.448156324207076,128.0,139.0,0.6907157351832268,0.00987136007120812,50
feature_noise,0,1.5,2.0,-0.012582621018839868,0.04,0.75,134.5,2.366863075111556,130.0,139.0,0.6891750630471501,0.00937657220290217,50
feature_noise,0,1.5,2.0,0.031660319994306116,0.04,0.75,133.68,2.3685007744071664,127.0,139.0,0.6925139839770003,0.009640784479246824,50
feature_noise,0,1.5,2.0,0.013118245451661865,0.04,0.75,134.14,2.7554028558378145,128.0,142.0,0.6905423165544309,0.010463386820336158,50
feature_noise,0,1.5,3.0,0.0,0.04,0.75,134.52,2.557422171497171,128.0,140.0,0.688784630511905,0.010255687860857957,50
feature_noise,0,1.5,3.0,0.008665217208419668,0.04,0.75,133.28,2.4331050121192876,129.0,139.0,0.6937291766974774,0.009622340426343023,50
feature_noise,0,1.5,3.0,-0.0033451468852585377,0.04,0.75,133.88,2.3615975222596375,129.0,139.0,0.6911208936898129,0.00939741257675522,50
feature_noise,0,1.5,3.0,0.03803957315304535,0.04,0.75,133.3,2.6283384989962997,127.0,140.0,0.6937004330419205,0.010483684411944728,50
feature_noise,0,1.5,3.0,-0.12209542782597692,0.04,0.75,134.32,3.1651159826574236,127.0,142.0,0.6895213378657735,0.012645683120164003,50
model_params,0,0.0,0.0,0.0,0.035,0.7,118.0,0.0,118.0,118.0,0.7113407418441411,0.0,50
model_params,0,0.0,0.0,0.0,0.035,0.75,129.0,0.0,129.0,129.0,0.7113407418441411,0.0,50
model_params,0,0.0,0.0,0.0,0.035,0.8,141.0,0.0,141.0,141.0,0.7113407418441411,0.0,50
model_params,0,0.0,0.0,0.0,0.035,0.85,154.0,0.0,154.0,154.0,0.7113407418441411,0.0,50
model_params,0,0.0,0.0,0.0,0.04,0.7,122.0,0.0,122.0,122.0,0.6912863719772615,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.04,0.75,134.0,0.0,134.0,134.0,0.6912863719772615,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.04,0.8,146.0,0.0,146.0,146.0,0.6912863719772615,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.04,0.85,160.0,0.0,160.0,160.0,0.6912863719772615,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.045,0.7,127.0,0.0,127.0,127.0,0.6706446765964909,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.045,0.75,139.0,0.0,139.0,139.0,0.6706446765964909,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.045,0.8,152.0,0.0,152.0,152.0,0.6706446765964909,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.045,0.85,167.0,0.0,167.0,167.0,0.6706446765964909,1.1214946133455537e-16,50
model_params,0,0.0,0.0,0.0,0.05,0.7,133.0,0.0,133.0,133.0,0.6494693114206832,0.0,50
model_params,0,0.0,0.0,0.0,0.05,0.75,145.0,0.0,145.0,145.0,0.6494693114206832,0.0,50
model_params,0,0.0,0.0,0.0,0.05,0.8,158.0,0.0,158.0,158.0,0.6494693114206832,0.0,50
model_params,0,0.0,0.0,0.0,0.05,0.85,174.0,0.0,174.0,174.0,0.6494693114206832,0.0,50
feature_noise,1,0.0,0.0,0.0,0.04,0.75,139.0,0.0,139.0,139.0,0.6716071832064615,0.0,50
feature_noise,1,0.0,0.0,0.0013341666954357451,0.04,0.75,139.0,0.0,139.0,139.0,0.6716085875580257,0.00012034535377419374,50
feature_noise,1,0.0,0.0,-0.030331001834751074,0.04,0.75,138.98,0.1414213562373095,138.0,139.0,0.6716667005939617,0.0003101213263902385,50
feature_noise,1,0.0,0.0,0.046746324142182535,0.04,0.75,138.88,0.3282607226593159,138.0,139.0,0.6714695072437548,0.0006967199001794743,50
feature_noise,1,0.0,0.0,0.08204992053797411,0.04,0.75,138.68,0.4712120714991613,138.0,139.0,0.6716841257341535,0.001371960110237354,50
feature_noise,1,0.0,0.5,0.0,0.04,0.75,138.78,0.41845195759648035,138.0,139.0,0.6715119590423813,0.0010893937567555618,50
feature_noise,1,0.0,0.5,-0.008946984417739534,0.04,0.75,138.88,0.3282607226593159,138.0,139.0,0.6711760801178567,0.0009989707548011446,50
feature_noise,1,0.0,0.5,0.006244009132670734,0.04,0.75,138.86,0.3505098327538656,138.0,139.0,0.6713685303462371,0.000992973970418304,50
feature_noise,1,0.0,0.5,0.1484536095237201,0.04,0.75,138.7,0.4629100498862757,138.0,139.0,0.6714755201229095,0.001357608803890646,50
feature_noise,1,0.0,0.5,-0.047458447361486925,0.04,0.75,138.82,0.5955618167335952,138.0,140.0,0.6713004056054476,0.0019194068730150986,50
feature_noise,1,0.0,1.0,0.0,0.04,0.75,138.76,0.6869037302955032,137.0,140.0,0.671453765770643,0.0024006784069209703,50
feature_noise,1,0.0,1.0,-0.0072763214427795896,0.04,0.75,138.86,0.6064281507654607,138.0,140.0,0.6712198404131346,0.0021272896226113094,50
feature_noise,1,0.0,1.0,-0.008237158320631467,0.04,0.75,138.6,0.49487165930539345,138.0,139.0,0.6720899621114264,0.0019837892780282885,50
feature_noise,1,0.0,1.0,-0.05303584565645626,0.04,0.75,138.66,0.7174216873994125,137.0,140.0,0.6716679927724989,0.002263879603734085,50
feature_noise,1,0.0,1.0,0.009118869396835061,0.04,0.75,138.68,0.6833291853200799,137.0,140.0,0.6715610047783762,0.0023106798080754286,50
feature_noise,1,0.0,2.0,0.0,0.04,0.75,138.4,1.228903609577518,136.0,142.0,0.6726877823481151,0.00462173239950226,50
feature_noise,1,0.0,2.0,0.01065668069030618,0.04,0.75,138.74,1.258603048086672,135.0,141.0,0.6715551777358774,0.004488903852270898,50
feature_noise,1,0.0,2.0,-0.013404824790777519,0.04,0.75,138.7,1.0926470386270253,136.0,141.0,0.6712510838175898,0.003997219632357803,50
feature_noise,1,0.0,2.0,-0.08083854656042087,0.04,0.75,138.7,1.3887301496588271,136.0,142.0,0.6716149139020693,0.005109799944230338,50
feature_noise,1,0.0,2.0,0.06515632657194788,0.04,0.75,138.64,1.0253919111386491,137.0,141.0,0.6717849740859676,0.0038244666513575234,50
feature_noise,1,0.0,3.0,0.0,0.04,0.75,138.26,1.7000600229499703,134.0,141.0,0.6733298537007157,0.006353057950056271,50
feature_noise,1,0.0,3.0,-0.006832366692929935,0.04,0.75,138.78,1.4468826447763836,136.0,143.0,0.6713940675382745,0.005298135986943282,50
feature_noise,1,0.0,3.0,0.0025913608167006897,0.04,0.75,138.92,1.7709676819784843,134.0,143.0,0.670953126229152,0.00670986806314535,50
feature_noise,1,0.0,3.0,-0.028946069127196095,0.04,0.75,138.76,1.519398377178095,136.0,142.0,0.6715365340965284,0.005736800216083639,50
feature_noise,1,0.0,3.0,-0.0893932435281175,0.04,0.75,138.9,1.4742691028964496,136.0,142.0,0.6708158731467287,0.005731181653450718,50
feature_noise,1,0.2,0.0,0.0,0.04,0.75,138.78,0.41845195759648035,138.0,139.0,0.6717164861925768,0.001218217005202415,50
feature_noise,1,0.2,0.0,-0.009890342848495,0.04,0.75,138.78,0.4184519575964803,138.0,139.0,0.6716255697204242,0.0010217821314689886,50
feature_noise,1,0.2,0.0,0.0124877851460758,0.04,0.75,138.7,0.4629100498862757,138.0,139.0,0.671718503382129,0.0010381215878143499,50
feature_noise,1,0.2,0.0,-0.04346918742276448,0.04,0.75,138.86,0.3505098327538656,138.0,139.0,0.6711526102301787,0.0010676051779736865,50
feature_noise,1,0.2,0.0,0.08276728425567059,0.04,0.75,138.78,0.5066899385990914,138.0,140.0,0.6711457039599944,0.0015492133848963381,50
feature_noise,1,0.2,0.5,0.0,0.04,0.75,138.72,0.536047515408392,138.0,140.0,0.6713546788665883,0.001605706333320948,50
feature_noise,1,0.2,0.5,0.010380075760552372,0.04,0.75,138.78,0.5066899385990914,138.0,140.0,0.6713567613936549,0.0014747745438356314,50
feature_noise,1,0.2,0.5,-0.02601677332116026,0.04,0.75,138.7,0.5050762722761054,138.0,140.0,0.6715905487509178,0.0015286189881204195,50
feature_noise,1,0.2,0.5,-0.019388645770801415,0.04,0.75,138.82,0.5225526045191966,138.0,140.0,0.6711967472721085,0.001582125568796568,50
feature_noise,1,0.2,0.5,0.07387923852598553,0.04,0.75,138.66,0.5928141120356123,137.0,140.0,0.6716328164921596,0.0020134125272948133,50
feature_noise,1,0.2,1.0,0.0,0.04,0.75,138.68,0.586932530976404,138.0,140.0,0.6717446077701068,0.002087574364397595,50
feature_noise,1,0.2,1.0,-0.0027061445772212033,0.04,0.75,138.66,0.823382768627975,137.0,141.0,0.6715674898895456,0.0028101351652267746,50
feature_noise,1,0.2,1.0,0.006272245122709218,0.04,0.75,138.64,0.5252793231671495,138.0,140.0,0.6717691504690305,0.001789422088052289,50
feature_noise,1,0.2,1.0,0.07346866066776483,0.04,0.75,138.9,0.6776309271789385,138.0,140.0,0.670944380183369,0.0024980682798038723,50
feature_noise,1,0.2,1.0,0.1281260292258178,0.04,0.75,138.82,0.7475128829686359,137.0,141.0,0.6711670501334219,0.0027815120817459797,50
feature_noise,1,0.2,2.0,0.0,0.04,0.75,138.84,1.2674898864467905,136.0,142.0,0.671361161774477,0.0045978817552338805,50
feature_noise,1,0.2,2.0,-0.008153950930128741,0.04,0.75,138.68,1.1328130058056578,136.0,141.0,0.6718173233254713,0.004060092152277179,50
feature_noise,1,0.2,2.0,0.028590992653705554,0.04,0.75,138.48,1.1471348514219848,137.0,142.0,0.672551413006913,0.004093475197617823,50
feature_noise,1,0.2,2.0,-0.042724681079311426,0.04,0.75,138.5,1.1293848786315641,136.0,141.0,0.6722526563611331,0.004108643065446355,50
feature_noise,1,0.2,2.0,0.12292674810165194,0.04,0.75,138.92,1.3223355960464154,136.0,142.0,0.6710134290125528,0.004691342037300455,50
feature_noise,1,0.2,3.0,0.0,0.04,0.75,139.0,1.7023393268304265,135.0,143.0,0.6705142986688222,0.006504380304060681,50
feature_noise,1,0.2,3.0,0.008151655602984684,0.04,0.75,139.04,1.5902765771515135,136.0,144.0,0.6704817820348401,0.005976524057660581,50
feature_noise,1,0.2,3.0,-0.025911245610189152,0.04,0.75,138.36,1.758478006106185,133.0,144.0,0.673082427430891,0.0065523078600312245,50
