param_type,group_id,bmi_noise_std,age_noise_std,gc_noise_std,c_min,p_target,achievement_time_mean,achievement_time_std,achievement_time_min,achievement_time_max,success_prob_mean,success_prob_std,n_runs
feature_noise,1,0.2,3.0,0.05074666987695995,0.04,0.75,139.02,1.5970636320754283,136.0,142.0,0.6704340750293766,0.0060047246985352526,50
feature_noise,1,0.2,3.0,-0.040024852714514315,0.04,0.75,138.72,1.8739895236350381,135.0,144.0,0.6714357538497342,0.007002867771245544,50
feature_noise,1,0.5,0.0,0.0,0.04,0.75,138.82,0.6605501726683939,137.0,140.0,0.6710703411577603,0.002557213140341427,50
feature_noise,1,0.5,0.0,-0.007061372242607194,0.04,0.75,138.66,0.7982122882685139,137.0,140.0,0.6714037421952781,0.0030005819699466755,50
feature_noise,1,0.5,0.0,0.015470811857172521,0.04,0.75,138.54,0.885483840989242,137.0,141.0,0.672051181384762,0.0029382577739589253,50
feature_noise,1,0.5,0.0,-0.01904979957884214,0.04,0.75,138.66,0.8478062928547309,137.0,140.0,0.6714198256206768,0.0028933380215432443,50
feature_noise,1,0.5,0.0,0.024230706559473653,0.04,0.75,138.84,1.0173996465579918,137.0,141.0,0.6709792742452063,0.003822656389561151,50
feature_noise,1,0.5,0.5,0.0,0.04,0.75,138.64,0.8514093957572194,137.0,140.0,0.6717186196067026,0.0034193515034885253,50
feature_noise,1,0.5,0.5,-0.005098964072336639,0.04,0.75,138.74,0.8526070463643871,137.0,140.0,0.6714651081829064,0.0029697610002745512,50
feature_noise,1,0.5,0.5,-0.021017202046708046,0.04,0.75,138.64,0.8514093957572194,137.0,141.0,0.6715127276743991,0.003051100649556931,50
feature_noise,1,0.5,0.5,0.0341704013833391,0.04,0.75,138.68,0.8907689867497084,137.0,141.0,0.6714540901414129,0.003211017208435644,50
feature_noise,1,0.5,0.5,0.042405627622690595,0.04,0.75,138.74,0.8992059989632124,137.0,141.0,0.671620493624972,0.0030324384702181584,50
feature_noise,1,0.5,1.0,0.0,0.04,0.75,138.74,1.1214058232451638,137.0,142.0,0.6713809781058185,0.0038894174133400202,50
feature_noise,1,0.5,1.0,-0.004210767588270655,0.04,0.75,138.54,0.8621283582636919,137.0,141.0,0.672108993815998,0.003142046790732558,50
feature_noise,1,0.5,1.0,-0.01581469295514866,0.04,0.75,138.48,0.9946797248873835,137.0,140.0,0.672445544726739,0.0036003720540721228,50
feature_noise,1,0.5,1.0,0.014324537690144593,0.04,0.75,138.62,1.0279760181432012,136.0,141.0,0.6718975395466247,0.0035608947717777474,50
feature_noise,1,0.5,1.0,0.09490448458823603,0.04,0.75,138.74,1.103056976714055,137.0,141.0,0.6714260306498413,0.0039673909237202985,50
feature_noise,1,0.5,2.0,0.0,0.04,0.75,138.56,1.2480188381623747,136.0,141.0,0.6717219894346641,0.004795385828958328,50
feature_noise,1,0.5,2.0,-0.02310651339674044,0.04,0.75,138.42,1.0707616972253433,136.0,142.0,0.6728446475329309,0.0038442452114260226,50
feature_noise,1,0.5,2.0,-0.007197594842235663,0.04,0.75,138.6,1.2453996981544782,136.0,141.0,0.6719522549765131,0.004636331868573305,50
feature_noise,1,0.5,2.0,0.059289597600438164,0.04,0.75,138.62,1.193348914883263,136.0,141.0,0.6715718647156862,0.004537772619616834,50
feature_noise,1,0.5,2.0,-0.26169065733951613,0.04,0.75,138.9,1.4603605928757766,136.0,142.0,0.6709740574987305,0.005444286340514908,50
feature_noise,1,0.5,3.0,0.0,0.04,0.75,138.94,1.9209903908225707,135.0,143.0,0.6707823932030476,0.007195414796746221,50
feature_noise,1,0.5,3.0,0.002036492502600739,0.04,0.75,139.14,2.0899174868977046,135.0,144.0,0.6699610524654628,0.0076741456459228615,50
feature_noise,1,0.5,3.0,-0.01632263892327465,0.04,0.75,138.54,1.9294706898155105,133.0,142.0,0.6725967879243351,0.007465379928730882,50
feature_noise,1,0.5,3.0,-0.0443823581297003,0.04,0.75,138.94,1.7427400429045226,135.0,142.0,0.6707650733927533,0.00618250596743142,50
feature_noise,1,0.5,3.0,-0.07808047943841132,0.04,0.75,138.22,2.2523457160235854,133.0,144.0,0.6735102191189972,0.00864445195014011,50
feature_noise,1,1.0,0.0,0.0,0.04,0.75,138.68,1.6091574674661397,135.0,142.0,0.6718843263583218,0.005887744832980601,50
feature_noise,1,1.0,0.0,0.008825756619804925,0.04,0.75,138.94,1.2356936414460522,137.0,141.0,0.6705660923693761,0.00480347143567596,50
feature_noise,1,1.0,0.0,0.011292651799869062,0.04,0.75,139.06,1.3311035777481321,136.0,142.0,0.6700888365223393,0.005101809502416254,50
feature_noise,1,1.0,0.0,0.007965672331763545,0.04,0.75,138.76,1.5460284866821352,135.0,142.0,0.6715723637627973,0.005686756917536755,50
feature_noise,1,1.0,0.0,0.07235410204822901,0.04,0.75,138.5,1.164964745021435,136.0,141.0,0.6722952922304279,0.004497659357083028,50
feature_noise,1,1.0,0.5,0.0,0.04,0.75,139.24,1.4922931265372108,136.0,142.0,0.6696867678677644,0.005509729173211711,50
feature_noise,1,1.0,0.5,0.012033232233270193,0.04,0.75,138.66,1.4792441533790568,136.0,142.0,0.6720725940651502,0.005598907775395967,50
feature_noise,1,1.0,0.5,0.011403739057684967,0.04,0.75,138.56,1.3874069191061698,135.0,141.0,0.6721129682177945,0.004904446013133515,50
feature_noise,1,1.0,0.5,-0.02809824349197019,0.04,0.75,138.58,1.4298565648058437,136.0,142.0,0.6724576535457474,0.005318169436280765,50
feature_noise,1,1.0,0.5,-0.06684124604359205,0.04,0.75,138.6,1.4846149779161804,135.0,142.0,0.6719066225316594,0.005517833164872336,50
feature_noise,1,1.0,1.0,0.0,0.04,0.75,138.66,1.5334368495078534,136.0,142.0,0.6718159461282158,0.005568394644774602,50
feature_noise,1,1.0,1.0,0.01718483243097777,0.04,0.75,138.46,1.4315682851691152,133.0,141.0,0.6729492017155835,0.005619353252433188,50
feature_noise,1,1.0,1.0,-0.04426506781346859,0.04,0.75,138.56,1.4730227148171704,135.0,142.0,0.6721450034527183,0.005459139352899286,50
feature_noise,1,1.0,1.0,-0.09875568775029267,0.04,0.75,138.62,1.5764853701982076,136.0,142.0,0.6717531756390188,0.006153659494369994,50
feature_noise,1,1.0,1.0,-0.017531510476446174,0.04,0.75,138.68,2.0044847676331865,134.0,144.0,0.6717049405844955,0.007181625986948246,50
feature_noise,1,1.0,2.0,0.0,0.04,0.75,138.34,1.9336968928633533,134.0,143.0,0.6730302455249363,0.007110040267524693,50
feature_noise,1,1.0,2.0,0.001681863646908236,0.04,0.75,139.04,1.6408061731841406,136.0,142.0,0.6701725611073459,0.006033088411879567,50
feature_noise,1,1.0,2.0,0.02194683651164644,0.04,0.75,138.52,2.130823353369609,135.0,144.0,0.6724034456796584,0.008129622264963195,50
feature_noise,1,1.0,2.0,0.04718179867133895,0.04,0.75,139.2,1.9166296949998198,135.0,144.0,0.6699422123096614,0.007022802616899443,50
feature_noise,1,1.0,2.0,0.0680320521033843,0.04,0.75,138.56,2.021920687194758,135.0,143.0,0.6724842707593152,0.007584004871899201,50
feature_noise,1,1.0,3.0,0.0,0.04,0.75,138.98,2.394636864805542,133.0,144.0,0.6707093565471688,0.008944953609130628,50
feature_noise,1,1.0,3.0,-0.0010659842602405876,0.04,0.75,138.58,2.0212140219306267,135.0,145.0,0.6723902608986438,0.007606168684134731,50
feature_noise,1,1.0,3.0,-0.0066659952020109,0.04,0.75,138.48,2.0024474820497407,134.0,144.0,0.6726370421403114,0.007702655552461886,50
feature_noise,1,1.0,3.0,0.05169455053256018,0.04,0.75,138.62,2.275781991639223,135.0,143.0,0.6717651986278387,0.00867890232228484,50
feature_noise,1,1.0,3.0,-0.005609441204055675,0.04,0.75,138.64,2.126221137730178,136.0,144.0,0.6721032972675272,0.008017405144921044,50
feature_noise,1,1.5,0.0,0.0,0.04,0.75,138.72,2.000408121624491,135.0,142.0,0.6716269756066713,0.007460451587432091,50
feature_noise,1,1.5,0.0,0.010507908188324661,0.04,0.75,138.66,1.9231139713856729,134.0,143.0,0.6717905058575583,0.007183259605530419,50
feature_noise,1,1.5,0.0,-0.02061339530925159,0.04,0.75,138.74,2.301818269746501,134.0,145.0,0.6717951439105674,0.008648744271320901,50
feature_noise,1,1.5,0.0,0.03460219737540797,0.04,0.75,138.88,2.479631308999673,133.0,144.0,0.6709919677535161,0.009423018414020214,50
feature_noise,1,1.5,0.0,0.06352486283047902,0.04,0.75,139.08,2.448156324207076,135.0,144.0,0.6703534901685214,0.009067801992178758,50
feature_noise,1,1.5,0.5,0.0,0.04,0.75,138.12,2.1912627987216013,135.0,143.0,0.6739513299989163,0.008182477536280704,50
feature_noise,1,1.5,0.5,0.004399089228084279,0.04,0.75,138.48,2.149893210447098,134.0,145.0,0.6724333344978782,0.008094801975851227,50
feature_noise,1,1.5,0.5,0.012322919913945594,0.04,0.75,138.38,1.8393654629035656,135.0,143.0,0.6728245895393181,0.007021314348104527,50
feature_noise,1,1.5,0.5,-0.004688962767413007,0.04,0.75,138.64,2.2016691256352554,135.0,144.0,0.6719687421622379,0.008457727969214976,50
feature_noise,1,1.5,0.5,0.10737787793661727,0.04,0.75,138.44,2.442481174075715,133.0,144.0,0.6727548728498897,0.00958751706536533,50
feature_noise,1,1.5,1.0,0.0,0.04,0.75,139.1,2.6515301704672263,134.0,147.0,0.6702663312604739,0.009870643480369616,50
feature_noise,1,1.5,1.0,-0.004555182249448663,0.04,0.75,138.8,2.276768207215604,135.0,144.0,0.6713573455949579,0.008709562206983934,50
feature_noise,1,1.5,1.0,-0.030043580864209583,0.04,0.75,139.06,2.1324509229465307,134.0,145.0,0.670033453928479,0.007947642406886687,50
feature_noise,1,1.5,1.0,-0.046126842834821026,0.04,0.75,138.82,2.1062588944885774,135.0,144.0,0.6707960037201965,0.007812656277877689,50
feature_noise,1,1.5,1.0,-0.12215828997246443,0.04,0.75,139.06,2.6909523388190877,133.0,144.0,0.670421014182567,0.00999417111208397,50
feature_noise,1,1.5,2.0,0.0,0.04,0.75,138.78,2.3149029159349386,132.0,143.0,0.6716746523009247,0.008552295793832434,50
feature_noise,1,1.5,2.0,-0.008160637573026742,0.04,0.75,139.56,2.383275057562597,134.0,145.0,0.6686048070570435,0.00909399922840267,50
feature_noise,1,1.5,2.0,-0.025869908717027056,0.04,0.75,139.14,2.6030594244747736,134.0,146.0,0.6702496423983412,0.00946672973043333,50
feature_noise,1,1.5,2.0,-0.02500175390671519,0.04,0.75,138.96,2.618302924430562,132.0,144.0,0.6709008634431629,0.00974128976928224,50
feature_noise,1,1.5,2.0,-0.07901268641358455,0.04,0.75,138.34,2.3177223161314813,134.0,145.0,0.6731349784826479,0.00881513738486981,50
feature_noise,1,1.5,3.0,0.0,0.04,0.75,138.42,2.726214389581125,132.0,145.0,0.6727686944802119,0.010420618075869017,50
feature_noise,1,1.5,3.0,-0.00739960474991417,0.04,0.75,138.9,2.8873404187725336,133.0,147.0,0.6710224164772953,0.010945426092846655,50
feature_noise,1,1.5,3.0,-0.012807076302236486,0.04,0.75,138.66,2.5120931998829104,135.0,144.0,0.6719578825355496,0.009164085730554791,50
feature_noise,1,1.5,3.0,-0.012619519350830641,0.04,0.75,139.0,2.424366106925306,133.0,143.0,0.6707900067023594,0.009183903100917148,50
feature_noise,1,1.5,3.0,0.07691426693821504,0.04,0.75,137.94,2.675741362077937,132.0,144.0,0.6745395314490863,0.010171100409173472,50
model_params,1,0.0,0.0,0.0,0.035,0.7,122.0,0.0,122.0,122.0,0.6915728242063625,1.1214946133455537e-16,50
model_params,1,0.0,0.0,0.0,0.035,0.75,134.0,0.0,134.0,134.0,0.6915728242063625,1.1214946133455537e-16,50
model_params,1,0.0,0.0,0.0,0.035,0.8,145.0,0.0,145.0,145.0,0.6915728242063625,1.1214946133455537e-16,50
model_params,1,0.0,0.0,0.0,0.035,0.85,159.0,0.0,159.0,159.0,0.6915728242063625,1.1214946133455537e-16,50
model_params,1,0.0,0.0,0.0,0.04,0.7,127.0,0.0,127.0,127.0,0.6716071832064615,0.0,50
model_params,1,0.0,0.0,0.0,0.04,0.75,139.0,0.0,139.0,139.0,0.6716071832064615,0.0,50
model_params,1,0.0,0.0,0.0,0.04,0.8,151.0,0.0,151.0,151.0,0.6716071832064615,0.0,50
model_params,1,0.0,0.0,0.0,0.04,0.85,166.0,0.0,166.0,166.0,0.6716071832064615,0.0,50
model_params,1,0.0,0.0,0.0,0.045,0.7,132.0,0.0,132.0,132.0,0.6511390002275668,0.0,50
model_params,1,0.0,0.0,0.0,0.045,0.75,144.0,0.0,144.0,144.0,0.6511390002275668,0.0,50
model_params,1,0.0,0.0,0.0,0.045,0.8,157.0,0.0,157.0,157.0,0.6511390002275668,0.0,50
model_params,1,0.0,0.0,0.0,0.045,0.85,173.0,0.0,173.0,173.0,0.6511390002275668,0.0,50
model_params,1,0.0,0.0,0.0,0.05,0.7,138.0,0.0,138.0,138.0,0.6302212116200087,0.0,50
model_params,1,0.0,0.0,0.0,0.05,0.75,150.0,0.0,150.0,150.0,0.6302212116200087,0.0,50
model_params,1,0.0,0.0,0.0,0.05,0.8,164.0,0.0,164.0,164.0,0.6302212116200087,0.0,50
model_params,1,0.0,0.0,0.0,0.05,0.85,180.0,0.0,180.0,180.0,0.6302212116200087,0.0,50
feature_noise,2,0.0,0.0,0.0,0.04,0.75,144.0,0.0,144.0,144.0,0.6505776808323893,0.0,50
feature_noise,2,0.0,0.0,-0.009864129290567713,0.04,0.75,144.0,0.0,144.0,144.0,0.6505927470137012,0.00014167743185019871,50
feature_noise,2,0.0,0.0,-0.010090774512905909,0.04,0.75,144.0,0.0,144.0,144.0,0.6505905533877345,0.0002753029969090853,50
feature_noise,2,0.0,0.0,-0.001399733114166057,0.04,0.75,144.02,0.1414213562373095,144.0,145.0,0.6505695584806144,0.0005896611331680553,50
feature_noise,2,0.0,0.0,0.17532386824888369,0.04,0.75,144.18,0.38808793449160356,144.0,145.0,0.650522489059009,0.0011563842542952015,50
feature_noise,2,0.0,0.5,0.0,0.04,0.75,144.1,0.3642156795423418,143.0,145.0,0.6506521464131338,0.0010358961695310688,50
feature_noise,2,0.0,0.5,-0.009093575311312394,0.04,0.75,144.08,0.34046786536608525,143.0,145.0,0.6507400268702775,0.0010389709146281579,50
feature_noise,2,0.0,0.5,0.02666619182331561,0.04,0.75,144.14,0.49528388066742046,143.0,146.0,0.6504501323105051,0.001278517989711537,50
feature_noise,2,0.0,0.5,-0.016137544361370007,0.04,0.75,144.14,0.4952838806674205,143.0,145.0,0.6504827213164228,0.0013154156527871183,50
feature_noise,2,0.0,0.5,0.03744775050884499,0.04,0.75,144.16,0.509501557146486,143.0,145.0,0.650507289620186,0.001519083686049553,50
feature_noise,2,0.0,1.0,0.0,0.04,0.75,143.86,0.7561988724494884,142.0,145.0,0.6512898160119124,0.002491835442882794,50
feature_noise,2,0.0,1.0,-0.005079680581090853,0.04,0.75,144.2,0.6060915267313265,143.0,145.0,0.6503749350993483,0.002052629591270992,50
feature_noise,2,0.0,1.0,0.0023086487049159546,0.04,0.75,144.04,0.6375975315548971,143.0,146.0,0.6507460525855246,0.001834464639633742,50
feature_noise,2,0.0,1.0,-0.01562847086302722,0.04,0.75,144.08,0.6651683843898751,143.0,146.0,0.6505765671307047,0.0022136840583679086,50
feature_noise,2,0.0,1.0,0.04832027342094587,0.04,0.75,144.14,0.7561988724494884,143.0,146.0,0.650783512445699,0.0024483466733447525,50
feature_noise,2,0.0,2.0,0.0,0.04,0.75,144.0,1.2777531299998799,141.0,147.0,0.6512003645761475,0.004385841138601017,50
feature_noise,2,0.0,2.0,0.009040048218973964,0.04,0.75,143.86,1.0692358514950988,141.0,146.0,0.6516225713123611,0.003992352827371168,50
feature_noise,2,0.0,2.0,0.019696523744615183,0.04,0.75,144.48,1.3738074605910064,142.0,148.0,0.649545510792057,0.004764732895204767,50
feature_noise,2,0.0,2.0,-0.0314259420951132,0.04,0.75,144.14,1.2618418672556335,142.0,147.0,0.6504755552398241,0.004443174614696453,50
feature_noise,2,0.0,2.0,-0.012121922673976795,0.04,0.75,144.08,1.1752550743544647,142.0,146.0,0.6509962276850568,0.004089173629455043,50
feature_noise,2,0.0,3.0,0.0,0.04,0.75,144.2,1.5118578920369088,140.0,148.0,0.6504424622541625,0.005211574695168921,50
feature_noise,2,0.0,3.0,0.0012302895817239792,0.04,0.75,144.22,1.8658039794672747,138.0,148.0,0.6502537752850034,0.0067618108082972824,50
feature_noise,2,0.0,3.0,-0.022510966239994643,0.04,0.75,144.5,1.7641555764612098,141.0,149.0,0.6493631085963055,0.005980500369966432,50
feature_noise,2,0.0,3.0,-0.046582754792730253,0.04,0.75,143.96,1.590276577151514,140.0,148.0,0.6514124501533312,0.005527016779016007,50
feature_noise,2,0.0,3.0,-0.01186806715100555,0.04,0.75,144.16,1.9831947016089457,140.0,148.0,0.6506708004733511,0.007170970019329756,50
feature_noise,2,0.2,0.0,0.0,0.04,0.75,144.12,0.3282607226593159,144.0,145.0,0.6504028590660608,0.0010343738041906465,50
feature_noise,2,0.2,0.0,-0.029543093443139174,0.04,0.75,144.06,0.37307328163430276,143.0,145.0,0.6507593321699361,0.0010823230940755742,50
feature_noise,2,0.2,0.0,-0.02080750024850492,0.04,0.75,144.02,0.24660966430902953,143.0,145.0,0.6509078478282108,0.000993901776583074,50
feature_noise,2,0.2,0.0,-0.031321922634560115,0.04,0.75,144.22,0.41845195759648035,144.0,145.0,0.650228842735327,0.0012348555237893008,50
feature_noise,2,0.2,0.0,-0.0707764147347376,0.04,0.75,144.02,0.552914356581818,143.0,145.0,0.6508825877674401,0.001755766179230942,50
feature_noise,2,0.2,0.5,0.0,0.04,0.75,144.14,0.4952838806674205,143.0,145.0,0.6504980653463237,0.00154083443064805,50
feature_noise,2,0.2,0.5,-0.009586346320389755,0.04,0.75,144.14,0.5717856027482715,143.0,145.0,0.6506807715713488,0.0016804710203895917,50
feature_noise,2,0.2,0.5,0.0062626890704775996,0.04,0.75,144.0,0.5345224838248488,143.0,145.0,0.6510052683058599,0.00153011874723994,50
feature_noise,2,0.2,0.5,-0.07350046566218499,0.04,0.75,144.06,0.46991097723995795,143.0,145.0,0.6507250114869659,0.0014614980047210609,50
feature_noise,2,0.2,0.5,0.03229177977071978,0.04,0.75,144.14,0.6064281507654607,143.0,146.0,0.6506760201823499,0.0018722325824288837,50
feature_noise,2,0.2,1.0,0.0,0.04,0.75,144.28,0.7295511619887831,142.0,145.0,0.6500518183344919,0.0023242741121598603,50
feature_noise,2,0.2,1.0,0.002993424515035849,0.04,0.75,144.24,0.7439552323595164,143.0,146.0,0.6503664644450785,0.0026236690369381985,50
feature_noise,2,0.2,1.0,-0.002968447838530468,0.04,0.75,143.96,0.6688399948982643,142.0,146.0,0.6512735987884539,0.002283904595734744,50
feature_noise,2,0.2,1.0,0.0017296461917639392,0.04,0.75,144.02,0.7139999428342743,142.0,145.0,0.6509269653426191,0.002263211304640446,50
feature_noise,2,0.2,1.0,0.11860720843781768,0.04,0.75,144.36,0.6928203230275509,143.0,145.0,0.6499996828926448,0.002393734655988325,50
feature_noise,2,0.2,2.0,0.0,0.04,0.75,144.38,1.3536044096999624,140.0,147.0,0.6497321110942987,0.004753099423990057,50
feature_noise,2,0.2,2.0,0.0007151715228313984,0.04,0.75,144.3,1.1823532398033463,142.0,147.0,0.6498406331412656,0.004120395390198303,50
feature_noise,2,0.2,2.0,-0.002504357294802028,0.04,0.75,144.08,1.3376799897965286,142.0,147.0,0.6507952491032509,0.004575597259358583,50
feature_noise,2,0.2,2.0,0.014081855653151605,0.04,0.75,144.12,1.2394863979133635,141.0,147.0,0.6507351111120765,0.004339638247916722,50
feature_noise,2,0.2,2.0,0.09298515436998711,0.04,0.75,144.28,1.4291427429028343,142.0,147.0,0.6504603026194755,0.004733561448632044,50
feature_noise,2,0.2,3.0,0.0,0.04,0.75,144.12,2.479631308999673,138.0,151.0,0.6508275682197163,0.008702352628673726,50
feature_noise,2,0.2,3.0,-0.0013612980597177986,0.04,0.75,144.14,1.7843995159865578,140.0,149.0,0.6505861537482821,0.006061877339415617,50
feature_noise,2,0.2,3.0,0.0009183480730435392,0.04,0.75,144.18,1.3951812112571247,141.0,147.0,0.6506250759680001,0.005125955429857971,50
feature_noise,2,0.2,3.0,-0.019553042457202408,0.04,0.75,143.8,2.0,140.0,148.0,0.6519091916025986,0.006712010105315903,50
feature_noise,2,0.2,3.0,0.07494570673690751,0.04,0.75,144.44,1.8534028274544976,140.0,150.0,0.6495588608033942,0.006547436384367841,50
feature_noise,2,0.5,0.0,0.0,0.04,0.75,144.12,0.8722478584270713,143.0,146.0,0.6507538719402894,0.002843565320733646,50
feature_noise,2,0.5,0.0,-0.002341916410173968,0.04,0.75,144.02,0.795138288575757,142.0,146.0,0.6508047641362721,0.002447954760146848,50
feature_noise,2,0.5,0.0,0.028449115168978727,0.04,0.75,144.16,0.7655863432556721,142.0,146.0,0.6503315038451228,0.0027888359156238874,50
feature_noise,2,0.5,0.0,-0.0030846091652008208,0.04,0.75,144.02,0.8449127475783569,142.0,146.0,0.6511582395112431,0.0027283364298001478,50
feature_noise,2,0.5,0.0,-0.008795347553467657,0.04,0.75,144.16,0.9116032076310753,143.0,147.0,0.6505821020345887,0.0031606834314048,50
feature_noise,2,0.5,0.5,0.0,0.04,0.75,144.1,0.762648446573665,143.0,146.0,0.6507490545424451,0.002506414979446235,50
feature_noise,2,0.5,0.5,0.012106813572918786,0.04,0.75,144.22,0.6788345354580985,143.0,145.0,0.650364077445965,0.002323410681964568,50
feature_noise,2,0.5,0.5,0.010234108375472126,0.04,0.75,144.18,0.9189612592043082,143.0,147.0,0.6502659752480402,0.003094924190193724,50
feature_noise,2,0.5,0.5,-0.010206728279465373,0.04,0.75,144.2,0.8329931278350429,142.0,146.0,0.6503047163757673,0.0027644941115599776,50
feature_noise,2,0.5,0.5,-0.2000796020839565,0.04,0.75,143.96,0.87970310390518,142.0,146.0,0.6511279067369654,0.0028804551996018117,50
feature_noise,2,0.5,1.0,0.0,0.04,0.75,144.16,0.9971387638065798,142.0,146.0,0.650593713820608,0.003731977720071104,50
feature_noise,2,0.5,1.0,0.017318219318063537,0.04,0.75,144.1,0.8864052604279183,142.0,146.0,0.650911884594721,0.0027259296714694987,50
feature_noise,2,0.5,1.0,0.01733115975764798,0.04,0.75,144.1,1.0350983390135313,142.0,146.0,0.6510937323321895,0.003431498959532923,50
feature_noise,2,0.5,1.0,-0.047731636518157525,0.04,0.75,144.04,1.0872170051680254,142.0,146.0,0.6508960922366518,0.0038576171425542143,50
feature_noise,2,0.5,1.0,0.07060693409907902,0.04,0.75,144.28,1.1073041357186344,142.0,147.0,0.6502299027249221,0.0036668603306987224,50
feature_noise,2,0.5,2.0,0.0,0.04,0.75,144.28,1.4291427429028343,141.0,147.0,0.6500956057104968,0.00477178059259995,50
feature_noise,2,0.5,2.0,0.010236739720478106,0.04,0.75,144.16,1.4895554740270942,141.0,148.0,0.6507494428995328,0.005034650022780902,50
feature_noise,2,0.5,2.0,0.02343754179523752,0.04,0.75,144.0,1.4142135623730951,141.0,148.0,0.6510562173679177,0.00485845642183105,50
feature_noise,2,0.5,2.0,-0.040466842622197984,0.04,0.75,144.04,1.339509505112119,141.0,146.0,0.6510304301472577,0.004709657238083278,50
feature_noise,2,0.5,2.0,0.044410300686093286,0.04,0.75,144.22,1.5424602664151152,140.0,147.0,0.6503496423046684,0.005650118733685356,50
feature_noise,2,0.5,3.0,0.0,0.04,0.75,143.92,1.8164778657431238,140.0,149.0,0.6513778454419041,0.006203871325188104,50
feature_noise,2,0.5,3.0,0.014865017318473558,0.04,0.75,144.28,2.0999514085729096,140.0,150.0,0.6501743372402089,0.007436507397241007,50
feature_noise,2,0.5,3.0,-0.0057943776580968685,0.04,0.75,144.5,1.854393569392453,140.0,149.0,0.6495568151601603,0.006513746344865067,50
feature_noise,2,0.5,3.0,0.01899911393957633,0.04,0.75,143.98,2.2268308220886657,139.0,149.0,0.6512546782052852,0.00803771045235629,50
feature_noise,2,0.5,3.0,-0.041886866224532,0.04,0.75,143.96,2.0599187620201067,140.0,148.0,0.6511780461668667,0.007663831288530629,50
feature_noise,2,1.0,0.0,0.0,0.04,0.75,144.3,1.313198307917874,141.0,146.0,0.6501484612917359,0.004259514457133084,50
feature_noise,2,1.0,0.0,-0.014055883794851927,0.04,0.75,144.3,1.6690459207925603,141.0,149.0,0.6502806826678416,0.005748726708733825,50
feature_noise,2,1.0,0.0,-0.0014574745148241742,0.04,0.75,144.22,1.4468826447763836,142.0,147.0,0.650401207684375,0.00527102532397291,50
feature_noise,2,1.0,0.0,-0.09439631443277449,0.04,0.75,144.06,1.47648230602334,141.0,147.0,0.6509220654681198,0.0052760186449112316,50
feature_noise,2,1.0,0.0,-0.16122362088780556,0.04,0.75,143.76,1.7327576228635777,139.0,148.0,0.6519707113587261,0.005893146997492065,50
feature_noise,2,1.0,0.5,0.0,0.04,0.75,144.06,1.6087769470334048,141.0,148.0,0.6510912888095345,0.005663775516734896,50
feature_noise,2,1.0,0.5,-0.008126403762562266,0.04,0.75,144.42,1.796709009635707,140.0,148.0,0.6497254354853808,0.006321135264390988,50
feature_noise,2,1.0,0.5,0.00866677096085952,0.04,0.75,144.08,1.6268160966270584,141.0,147.0,0.6508586262273804,0.005695666811549081,50
feature_noise,2,1.0,0.5,0.0006104775699595989,0.04,0.75,143.94,1.7660055238317012,140.0,148.0,0.6512520172185696,0.006414174554502794,50
feature_noise,2,1.0,0.5,0.008067309840142731,0.04,0.75,143.86,1.428714278572143,140.0,147.0,0.6517364945025049,0.004726686082904064,50
feature_noise,2,1.0,1.0,0.0,0.04,0.75,144.46,1.4874989281422994,140.0,147.0,0.6495779358612398,0.005333227530541352,50
feature_noise,2,1.0,1.0,-0.0066085963334739095,0.04,0.75,144.58,1.4858516420022614,142.0,149.0,0.6494726400806278,0.00525538221612523,50
feature_noise,2,1.0,1.0,-0.022796444895423602,0.04,0.75,143.8,1.7023393268304265,140.0,148.0,0.6517324157656362,0.0060040267426906815,50
feature_noise,2,1.0,1.0,0.0011583867082925778,0.04,0.75,143.68,1.6956125857094617,140.0,147.0,0.6523807402739539,0.006019469017702137,50
feature_noise,2,1.0,1.0,-0.07966380716987198,0.04,0.75,144.48,1.7289846023322595,140.0,149.0,0.6496751111501899,0.005796421340619929,50
feature_noise,2,1.0,2.0,0.0,0.04,0.75,143.86,1.7380495753949636,141.0,147.0,0.6517330592684963,0.006073463086482529,50
feature_noise,2,1.0,2.0,-0.00205867360591852,0.04,0.75,144.52,1.9403344967256737,140.0,148.0,0.6494043578136341,0.006859661903973725,50
feature_noise,2,1.0,2.0,-0.02587562600550667,0.04,0.75,144.36,2.1548237297102633,139.0,148.0,0.6503521196895017,0.007549075601743331,50
feature_noise,2,1.0,2.0,0.041477663428946786,0.04,0.75,144.46,2.5088415084029747,138.0,152.0,0.6498019770896767,0.008657911807272071,50
feature_noise,2,1.0,2.0,-0.034201570842484576,0.04,0.75,143.94,1.6831699927487407,141.0,147.0,0.6512217546981757,0.006044275764293608,50
feature_noise,2,1.0,3.0,0.0,0.04,0.75,143.8,2.6726124191242437,136.0,150.0,0.6519494136042434,0.009574717399111045,50
feature_noise,2,1.0,3.0,0.007893006167743093,0.04,0.75,143.94,2.289372073254131,140.0,151.0,0.6513298623592249,0.007956834878342884,50
feature_noise,2,1.0,3.0,-0.0021586926071404332,0.04,0.75,144.46,2.0123090605327105,139.0,148.0,0.6495719297743783,0.00742769838661879,50
feature_noise,2,1.0,3.0,0.08297460801400283,0.04,0.75,144.16,2.35917661181063,140.0,150.0,0.6505619686278525,0.00825391775370717,50
